abstract-quality;['व्यक्तित्व', 'व्यक्तित्त्व'];व्यवहार के समस्त गुणों का नाम ही व्यक्तित्व है-वुडवर्ड
substance-role;['कार्बन इस्पात', 'माइल्ड स्टील', 'उच्च कार्बन इस्पात', 'उच्च कार्बन स्टील', 'कार्बन स्टील'];कार्बन इस्पात की परिभाषा
system-as-description;['पितृसत्ता', 'पितृसत्तात्मक', 'पितृतंत्र', 'पित्रसत्ता', 'पितृसत्तात्मक समाज'];Behaviour of man in society
system-as-description;['साम्यवादी समाज', 'राज्यहीन साम्यवाद', 'राज्यविहीन साम्यवाद', 'साम्यवाद'];समाज एवं आर्थिक प्रणाली का प्रकार
system-as-description;['अलगाववाद', 'अलगाववादी', 'independentism', 'independentist', 'अलगाववादियों', 'स्वतंत्रता आंदोलन'];गुरु ग्रंथ साहब गुरु नानक जी द्वारा हिंदू धर्म की रक्षा हेतु प्रस्तुत किया गया
system-as-description;['सामंतवाद', 'जागीरदार', 'सामंत', 'सामंतवादी', 'सामंती', 'सामंती कानून', 'सामंती राज्य', 'सामंती समाज', 'सामन्तशाही'];वर्ग आधारित संरचना
task;['घटाना', 'ऋण', 'घटाव'];चार बुनियादी अंकगणित संचालनों में से एक।
task;['गुणा', 'टाइम्स'];गुड़ा की परिभाषा
taxonomic-collection;['कारक', 'मामले', 'व्याकरण मामलों', 'व्याकरणिक मामले', 'संज्ञा मामले', 'समाप्त होने के मामले'];कारक के भेद
taxonomic-collection;['विशेषण', 'विशेषण और उसके भेद', 'बिशेषण', 'गुणवाचक विशेषण', 'फार्म', 'विधेय विशेषण'];संज्ञा अथवा सर्वनाम की विशेषता बताने वाले शब्द
taxonomic-collective;['उपजाति', 'subgenera'];जीव विज्ञान में जीनस के नीचे एक वर्गीकरण श्रेणी है।
taxonomic-collective;['अलिस्मातालेस', 'अलिस्माटेल्स', 'alismatales', 'alismales', 'naiadales', 'आदेश alismales', 'आदेश naiadales'];पॉधों का क्रम
taxonomic-collective;['न्यूराप्टेरा', 'नैउरोप्तैर', 'neuroptera', 'lacewings', 'आदेश neuroptera'];कीधे का क्र्म
taxonomic-collective;['एपोगोनिडाए', 'एपोगोनिडाय्', 'apogonidae', 'कार्डिनल मछली', 'परिवार apogonidae'];मछलियों के परिवार
taxonomic-collective;['इन्द्रजाल', 'लिगोडीूम', 'lygodium', 'जीनस lygodium'];पौधों की प्रजाति
taxonomic-collective;['शिमला मिर्च', 'cápsicum', 'जीनस शिमला मिर्च'];पौधों की जाति
taxonomic-collective;['इलापिडाए', 'elapidae', 'elapids', 'परिवार elapidae'];सरीसृपों का परिवार
taxonomic-collective;['plumeria rubra frangipani apocynaceae deciduous', 'plumeria', 'plumiera', 'जीनस plumeria'];Plumeria rubra Frangipani Apocynaceae Deciduous, Shrubs, Trees
taxonomic-collective;['लेपिडोसोरिया', 'लेपिडोसौरिया', 'lepidosauria', 'lepidosaur', 'उपवर्ग lepidosauria'];अतिव्याप्त चोइयाँ वाले सरिसृप
taxonomic-collective;['मोर्चेल्ला', 'gucchi', 'morchella', 'morels', 'जीनस morchella'];यह एक फल है
