activity;['go', 'baduk', 'go-spelare', 'gote', 'hane', 'sten', 'wei-chi', 'weiqi', '⚆', '⚇', '⚈', '⚉', 'go spel'];Ett brädspel som ursprungligen kom från Kina.
physical-object;['kyrka', 'kyrkobyggnad', 'kyrkbyggnad', 'kyrkbyggnader', 'kyrko', 'kyrkobyggnader', 'kyrkor', 'kyrkorna', 'kyrkorum', 'kyrktorn', 'stenkyrkan', '⛪', 'kyrkan'];En byggnad för religiösa aktiviteter.
physical-object;['gaffel', 'uma', 'gafflar', 'gafflarna'];Ett taggat redskap som används för att placera fast föda i munnen.
physical-object;['nyckel', 'nyckelknippa', 'nycklar', 'nyckeln'];Ett föremål som är utformat för att kunna öppna (och vanligen försluta) ett lås.
physical-object;['lövsåg', 'kontursåg', 'sticksåg', 'bläddra såg', 'fretsaw'];En såg med tunt sågblad som kan användas för att skära ut kurvor med snäva radier.
physical-object;['lövsåg', 'kontursåg', 'sticksåg', 'bläddra såg', 'fretsaw'];En elektrisk såg som används för att skära ut kurvor och former på fri hand.
physical-object;['ägarlägenhet', 'bostadsrätt', '3d-fastighet', 'andelslägenhet', 'ägarbostad', 'lägenheten'];En bostadsform där de boende är delägare i ett bostadskomplex, vanligen ett höghus eller en grupp av flerfamiljshus, och där delägarskapet medför rättighet att bebo en bostadsenhet och skyldighet att underhålla denna enhet. Gemensamma utrymmen och yttre underhåll bekostas genom en fast månatlig avgift som erläggs av alla delägare.
physical-object;['wok', 'wokpanna', 'wok-panna'];Ett halvklotformat matlagningskärl som används inom kinesisk och sydöstasiatisk kokkonst.
physical-object;['lager'];Den del av en maskin på vilken en roterande axel är placerad.
physical-object;['hatt', 'mössa', 'hattar', 'chapeau', 'puggaree'];Ett klädesplagg avsett att täcka huvudet som är tillverkat av ett material fast nog för att ha en form oberoende av skallen, och som vanligen har ett brätte.
physical-object;['filter'];Varje föremål, mekanism, apparat eller procedur som tjänar till att separera och isolera.
physical-object;['klädhängare', 'galge', 'stålgalge', 'klänning hängare'];En triangelformad konstruktion av ståltråd, trä eller plast med en krok överst som används för att förvara ett klädesplagg hängande.
physical-object;['tandborste', 'tandborstar', 'tandborstning', 'tandborsten'];Ett redskap med ett handtag och ett huvud med många mer eller mindre böjbara strån som används för att rengöra tänder.
physical-object;['segelflygplan', 'glidflygplan', 'lastglidflygplan'];En luftfarkost med fixerade vingar, men utan motor.
physical-object;['torn', '♖', '♜'];En schackpjäs vanligen i form av ett hörntorn av vilken varje spelare har två.
physical-object;['kloster', 'nunnekloster', 'friary', 'klostret', 'lamakloster', 'monastry'];Bostad och arbetsplats för en grupp av munkar eller nunnor.
physical-object;['fotboll'];En hårt pumpad boll som används i bollsporten fotboll som är cirka 62-66 cm i diameter.
physical-object;['dam', 'drottning', '♕', '♛'];Den kraftfullaste pjäsen i schack, som kan flytta både horisontellt och diagonalt valfritt antal steg.
physical-object;['kung', '♔', '♚'];Den främsta spelpjäsen i schack, som rör sig endast en ruta per drag (utom i rockad) och i alla åtta riktningar. När någons kung är "schack matt" är spelet vunnet av den motsatta spelaren.
physical-object;['vapen', 'vapensystem', 'eggvapen', 'handelsvapen', 'stridsmedel', 'stridssystem', 'vapenföring', 'vapentillverkare', 'vapensystemet'];Ett redskap för anfall eller försvar i strid, till exempel en pistol, missil eller svärd.
physical-object;['järnvägsstation', 'bangård', 'järnvägsstationen', 'järnvägsstationer', 'tågstation', 'definition av station', 'godsmagasin', 'stationsbyggnad', 'stationshus', 'tågstopp', 'en', 'järnväg stopp', 'järnväg stopp som', 'järnvägsterminal', 'passagerare station', 'railroad depot', 'railroad terminal', 'stopp', 'tåg depot', 'tågstationen', 'tågstationer'];En plats längs en rutt eller linje vid vilken tåg stannar för att plocka upp och lämna av passagerare och gods, i synnerhet i hop med anslutande byggnader och tjänsteinrättningar.
physical-object;['järnvägsstation', 'bangård', 'järnvägsstationen', 'järnvägsstationer', 'tågstation', 'definition av station', 'godsmagasin', 'stationsbyggnad', 'stationshus', 'tågstopp', 'en', 'järnväg stopp', 'järnväg stopp som', 'järnvägsterminal', 'passagerare station', 'railroad depot', 'railroad terminal', 'stopp', 'tåg depot', 'tågstationen', 'tågstationer'];En byggnad i eller vid vilken tåg stannar.
physical-object;['botanisk trädgård', 'arboretum', 'botaniska trädgården', 'botaniska trädgårdar', 'botaniska trädgård', 'geografisk have', 'botanisk have', 'pinetum'];En plats där växter odlas, studeras och visas fram.
physical-object;['fåtölj', 'armstol', 'karmstol', 'länstol'];En stol med stöd för armar eller armbågar.
physical-region;['regnbåge', 'alexanders band', 'alexanders mörka band', 'regnbågen', 'rogbiv', 'roggbiv', 'dubbel regnbåge', 'regnbågar'];En mångfärgad båge på himmeln skapad av ljusets brytning i regndroppar i luften.
political-geographic-object;['florens', 'firenze', 'florentinsk'];Huvudstaden i regionen Toscana i Italien.
political-geographic-object;['norge', 'konungariket norge', 'noreg', 'kongeriket noreg', 'kongeriket norge', 'kungariket norge', 'norges ekonomi', 'norges ekonomi idag', 'norwegen'];Ett land i Nordeuropa, och del av Skandinavien.
political-geographic-object;['japan', 'nihon', 'nippon', 'japanska imperiet', 'japanska kejsardömet', 'kejsardömet japan', 'soluppgångens land', 'staten japan', '.日本', 'japans ekonomi', 'japansk', 'japanskt', 'kultur i japan', 'utbildning i japan', '日本'];En östasiatisk östat som är belägen i Stilla Havet, öster om Kina, Korea och Ryssland, och som sträcker sig från Ochotska havet i norr till Östkinesiska sjön i söder.
political-geographic-object;['centralafrikanska republiken', 'centralafrika', 'car', 'république centrafricaine', 'centrafricaine, république', 'centrafrique', 'central african empire', 'central african republic', 'cumhuriyetê afrikaya miyanêne', 'cėntrėnės afrėkas respoblėka', 'empire centrafricaine', 'ködörösêse tî bêafrîka', 'merkez afrika respublikası', 'oubangui-chari', 'repibiki ya afríka ya káti', 'repubbrica çentro-africann-a', 'repubilika ya afelika ya kati', 'republica sentrafricana', 'repùblica sentrafrican-a', 'repúbrica centroafricana', 'repüblica centrafricana', 'ripublik aprika tangah', 'rèpublica centrafriquêna', 'santrafríka', 'sentral afrikani republike', 'sentral na aprikanong republika', 'sentril afrekan repablik', 'srednjoafrička republika', 'strzodkowoafrikańsko republika', 'territoire de l’oubangui', 'tiong-hui kiōng-hô-kok', 'ubangi-shari', 'ubangui-shari', 'zentralafrikanische republik', 'zentroalafrikoanske republik'];En geografisk region på den afrikanska kontinenten nära ekvatorn och som omfattar Kamerun, Tchad, Ekvatorialguinea, Gabon, Centralafrikanska republiken och Demokratiska republiken Kongo.
political-geographic-object;['spanien', 'españa', 'konungariket spanien', 'allt om spanien', 'den spanska monarkin', 'espagne', 'espainia', 'espangne', 'espanha', 'espanya', 'estado español', 'kingdom of spain', 'kultur i spanien', 'kungariket spanien', 'la madre patria', 'la pell de brau', 'la piel de toro', "regne d'espanya", 'reino de españa', 'religion i spanien', 'religon i spanien', 'spaniens administrativa indelning', 'spaniens befolkning', 'spaniens kultur', 'spaniens religon', 'spanish state', 'spanje', 'spanska armén', 'spanska marinen', 'spanskt', 'èspagne', 'španija', 'espana'];Ett land i Västeuropa.
political-geographic-object;['tchad', 'republiken tchad', 'tsad', 'tschad', 'tjad', 'tsade'];Ett land i Centralafrika.
political-geographic-object;['vitryssland', 'belarus', 'republiken vitryssland', 'belarus’', 'belorusija', 'bielorussia', 'bièlorussie', 'byelarus’', 'republic of belarus', 'republic of byelarus', 'respublika belarus’', 'respublika byelarus’', 'respublіka belarus', 'vitrutenien', 'vitruthenien', 'vitrysk politik', 'vitryskt', 'беларусь', 'белоруссия', 'республика беларусь', 'рэспубліка беларусь', 'byelarus', 'vit ryssland'];Ett land i Östeuropa vars huvudstad är Minsk.
political-geographic-object;['belgien', 'belgique', 'konungariket belgien', 'belgare', 'belgisk', 'belgiskt', 'belgië', 'belgje', 'koninkrijk belgië', 'kultur i belgien', 'königreich belgien', 'royaume de belgique'];Ett land i Västeuropa vid Nordsjön, söder om Nederländerna, norr om Frankrike med huvudstaden Bryssel.
political-geographic-object;['afghanistan', 'islamska staten afghanistan', 'afganistan', 'islamiska republiken afghanistan,', 'afganischtaan', 'afganistaan', 'afganistán', 'afgańistan', 'afghanistans', 'afghānestān', 'afgànistan', 'afgʻoniston', 'apganistan', 'da afghānestān shāhī dowlat', 'democratic republic of afghanistan', 'doulat i jumhouri ye afghanistan', 'dowlat-e eslāmī-ye afghānestān', 'dowlat-e pādshāhī-ye afghānestān', 'dê afghānistān islāmī jumhūriyat', 'efğanıstan', 'islamic republic of afghanistan', 'islamic state of afghanistan', 'jamhūrī-ye islāmī-ye afghānistān', 'jomhūrī-ye afghānestān', 'jomhūrī-ye demowkrātīk-e afghānestān', 'jomhūrī-ye eslāmī-ye afghānestān', 'kingdom of afghanistan', 'owganystan', 'republic of afghanistan', 'â-fu-hon', 'афғонистон', 'افغانستان', 'جمهورئ اسلامئ افغانستان', 'د افغانستان اسلامی جمهوریت', 'دولتٔ اسلامئ افغانستان', 'islamiska staten afghanistan'];Ett land i Centralasien med Kabul som huvudstad.
political-geographic-object;['kambodja', 'kungariket kambodja', 'kampuchea', 'konungariket kambodja', 'kambodia', 'kambodjansk', 'kambodjas', 'konungadömet kampuchea', 'staten kambodja', 'staten kambodjas'];Ett land i Sydöstasien.
political-geographic-object;['australien', 'australiska statsförbundet', 'commonwealth of australia', 'australia', 'aedt', 'aest', 'austaliensare', 'austrailen', 'australian central daylight time', 'australian central standard time', 'australian eastern daylight time', 'australian eastern standard time', 'australian industry development corporation', 'australian western standard time', 'australie', 'australiens geografi', 'australiens politik', 'australiensare', 'australiensisk', 'australiensiskt', 'australiensk', 'australier', 'australisk', 'australiskt', 'det australiska statsförbundet', 'politik i australien'];Ett land i Oceanien med huvudstaden Canberra.
political-geographic-object;['demokratiska republiken kongo', 'belgiska kongo', 'kongo-kinshasa', 'zaire', 'congo belge', 'dr kongo', 'drk', 'kongo', 'république démocratique du congo', 'congo-kinshasa', 'congo bîn-chú kiōng-hô-kok', 'congo free state', 'cumhuriyetê kongoyê demokratiki', 'd.r. kongo', 'democratic republic of congo', 'democratic republic of the congo', 'demokrati republike de kongo', 'demokratik repablik o t kongo', 'demokratikong republika kan kongo', 'demokratische republek kongo', 'demokratische republik kongo', 'demokratiska republiken kongo: provinsernas historia', 'demokratiske republik kongo', 'demokratska republika kongo', 'dr congo', 'dymokratyczno republika kůnga', 'federal republic of the congo', 'federation of the congo', 'konga demokratiskuo republika', 'kongo, demokratiska republiken', 'kongo-kinschasa', 'kongo demokratik respublikası', 'kongo kinshasa', 'kongó-kinsásá', 'kuonga demuokratėnė respoblėka', 'rdc', 'repibiki demokratiki ya kongó', 'repubbrica democratica do congo', 'repubilika ya kôngo ya dimokalasi', 'republica democratica del congo', 'repùblica democràtica dël còngo', 'repúbrica democrática del congu', 'repüblica demucratica del congo', 'ripublik demokratik kongo', 'rèpublica dèmocratica du congô', 'république du zaïre', 'zaïre', 'zaïriska'];Ett land i Centralafrika.
political-geographic-object;['polen', 'polska', 'republiken polen', 'polens', 'polske'];Ett land i Europa.
political-geographic-object;['burundi', 'republiken burundi', 'burundis geografi', 'burundis historia', 'burůndi', 'republic of burundi', 'republika y’u burundi', 'république du burundi', 'uburundi', 'urundi'];Ett land in Östafrika.
political-geographic-object;['indien', 'republiken indien', 'republic of india', 'främre indien', 'indierna', 'indisk', 'indiska unionen', 'kultur i indien', 'utbildning i indien', 'bharat'];Ett land i Sydasien med huvudstaden New Delhi.
political-geographic-object;['italien', 'italia', 'italienska republiken', 'italienska armén', 'italienskt', 'kultur i italien', 'republiken italien', 'syditalien'];Ett land i Sydeuropa med Rom som huvudstad.
political-geographic-object;['elfenbenskusten', "cote d'ivoire", 'republik i elfenbenskusten', 'agnibilekrou', 'couta d’ivouèro', "côte d'iviéthe", "côte d'ivoire", 'côte de l’ivoire', 'ivorian', 'ivorianer', 'ivoriansk', 'obala slonovače', "republic of cote d'ivoire", "republic of côte d'ivoire", 'république de côte d’ivoire', 'elfenbenkusten', 'republiken elfenbenskusten'];Ett land i Västafrika.
political-geographic-object;['niger', 'republiken niger', 'nigeria'];Ett land i Västafrika.
political-geographic-object;['republiken kongo', 'kongo-brazzaville', 'franska kongo', 'kongo', 'congo-brazzaville', 'còngo', 'folkrepubliken kongo', 'kongo-brazaville', 'kongo brazzaville', 'middle congo', 'moyen-congo', 'rcb', 'repubilika ya kongo', 'republic of the congo', 'republiki ya kɔ́ngɔ', 'rèpublica du congô', 'république du congo', 'république populaire du congo'];Ett land i Centralafrika.
political-geographic-object;['el salvador', 'republiken el salvador', 'salvador'];Land i Centralamerika med San Salvador som huvudstad.
political-geographic-object;['sverige', 'konungariket sverige', 'swe', 'kungariket sverige', 'kungadömet sverige', 'se', 'schweden', 'suède', 'svenskt'];Ett land i Nordeuropa, och en del av Skandinavien.
political-geographic-object;['south dakota', 'syddakota', 'sd', 'coyote staten', 'mount rushmore staten'];USA:s fyrtionde stat som ligger i Mellanvästern.
political-geographic-object;['amsterdam', 'holländska huvudstaden', 'huvudstaden i nederländerna'];Nederländernas huvudstad.
political-geographic-object;['island', 'republiken island', 'islands politik', 'isländsk politik', 'pistilfjördur', 'pistilfjörthur', 'thistilfjördur', 'thistilfjörthur', 'thistilfjörður', 'tistilfjördur', 'tistilfjörthur', 'ísland', 'þistilfjörður'];En önation i norra Atlanten.
political-geographic-object;['lissabon', 'lisboa', 'alfalma', 'lisabon', 'huvudstad i portugal'];Huvudstaden i Portugal i Europa.
political-geographic-object;['rom', 'eviga staden', 'comune di roma', 'den eviga staden', 'romare', 'rooma', 'urbs aeterna', 'huvudstad i italien', 'italienska huvudstaden'];Italiens huvudstad.
political-geographic-object;['belgrad', 'beograd', 'alba graeca', 'belogrados', 'belogrados poleos', 'dar ul-jihad', 'dar ul jihad', 'nandor-fehervar', 'nandor-fejervar', 'nandor-fejérvár', 'nandoralba', 'nandorfehervar', 'nandorfehérvár', 'singidun', 'singidunon', 'singidūn', 'singidūnon', 'veligrada', 'veligradi', 'veligradon', 'veligrádi', 'huvudstad serbien och montenegro'];Serbiens största stad och huvudstad.
