abstract-region;['бисёръузва', 'бисёрузва', 'полином'];Бисёръузва́
physical-object;['хирсаки бахмалӣ', 'хирсаки бахмали'];Хирсаки бахмалӣ — яке аз намудҳои маъмул ва машҳуртарини бозичаҳои мулоим дар асри XX ва ибтидои асри XXI ба ҳисоб меравад, ки аз маводҳои мулоим омода мешавад.
physical-object;['собунпазӣ'];Собунпазӣ — пешаи суннатии тоҷикон мебошад, ки ба истеҳсоли собун аз равған ва хокистари гиёҳон асос ёфтааст.
physical-object;['воситаҳои гозурӣ', 'васоити шустагарӣ'];Воситаҳои гозурӣ, васоити шустагарӣ — маводде, ки маҳлули обиашон барои тоза кардани филизз, шиша, сафол, пӯст ва матоъ истифода мешавад.
physical-object;['ҷӯроб', 'ҷуроб', 'носки'];Ҷӯроб, ҷураб — як навъ пойпуши маъмулан пашмин -и халқҳои Осиёи Миёнаро гӯянд, ки барои пойҳо ва нигоҳ доштани онҳо аз сардӣ пӯшида мешавад.
physical-object;['веби ҷаҳонгустар', 'www', 'анкабутхонаи умумиҷаҳонӣ', 'тори анкабути ҷаҳонӣ'];Анкабутхонаи умумиҷаҳонӣ, WWW
physical-object;['cd-rom'];CD-ROM ва ё гирдаи муҷаз -, ки дар он бо тарзи оптикӣ, тавасути лазер иттилоотро сабт мекунанд.
physical-object;['электрод'];Электрод
physical-object;['охур'];Охур — ҷоест барои хӯроки чорпоён.
physical-object;['воситаҳои нақлиёт', 'мошин'];Воситаи нақлиёт — барои кашонидани бор ва одамон истифода бурда мешавад.
physical-object;['суфра', 'дастархон', 'дасторхон', 'хон'];Дастархон суфра, ки дар рӯи он таом мехӯранд, моида, дасторхон, хон: дастархон андохтан, дастархон паҳн кардан 2.
physical-object;['киштии ҳавоболин', 'киштии хавоболин'];Киштии ҳавоболин - намуди киштиест, ки ҳам рӯ-рӯи об ва ҳам рӯи хушкӣ дар болои қабати ҳавои фишурдашуда, ки дар зери он ба воситаи вентиляторҳо ба вуҷуд оварда мешавад, ҳаракат мекунад.
physical-object;['қайчӣ'];Қайчӣ - миқроз, газ, асбоби дастӣ, дастгоҳ ё мошинест барои буридани материалҳои гуногун.
physical-object;['шамшер'];Шамшер — яроқи сарди оҳанӣ ё фӯлодии дарози якдама ё дудамаи дастадор. шоф.
physical-object;['рӯзнома', 'газета'];Рӯзнома, газета, — нашрияе аст, ки ба таври мураттаб ва муназзам таҳия, чоп ва пахш мешавад ва бе ҳеҷ қайду шарте дар дастраси мардум қарор мегирад.
physical-object;['баргустувон'];Баргустувóн, баргустухон — як навъ ҷавшани ҷангӣ, ки рӯяш пулакҳо ё баргҳои филиззӣ дошт.
physical-object;['осорхона', 'музей'];Осорхона, муассисаи илмӣ ва маърифатие, ки кори гирдоварӣ, омӯзиш, нигаҳдорӣ ва ташвиқу тарғиби ёдгориҳои таърихӣ ва осори маданияти моддию маъниваиро ба роҳ мемонад.
physical-object;['монитор', 'намоишгари роёна'];Намоишгари роёна, ё монитори компютер
physical-object;['абзорак', 'гаджет', 'гаҷет'];Абзорак, гаҷет
physical-object;['дарвоза'];Дарвоза - дарвоза назар ба дар калонтар аст.
physical-object;['милтиқ'];Милтиқ — силоҳи дастии оташфишонӣ бо милаи дароз, туфанг: милтиқи панҷтира, милтиқи пилтагӣ, қундоқи милтиқ, сарнайзаи милтиқ, милтиқро сарозер овехтан, милтиқро ба пеши рӯйи худ бардоштан, ба милтиқ тир ҷой додан, милтиқ дар даст омадан. милтиқи даҳанпур милтиқи қадимае, ки тир аз даҳани милаш ҷо карда мешуд. милтиқи думила милтиқи шикорӣ, ки ду милаи пайваст дорад.
physical-object;['варзишгоҳ'];Варзишгоҳ - ҷойи варзиш, толор ва биноҳои дигар барои машқҳои варзишӣ, майдони варзиш. ҷое, ки дар он мусобиқаҳои варзишӣ барпо мешавад …
physical-object;['таппонча', 'пистолет', 'туфангча'];Таппонча — аслиҳаи оташбори дастии милкӯтоҳ.
physical-object;['девори бузурги чин'];Девори Бузурги Чин — ёдгорими меъморӣ дар шимоли Чин.
physical-object;['тиреза'];Тиреза - ин як кисми хона буда, вай барои аз ҳавои сард нигох доштани ҳарорати мӯътадили хона ва дар вакти гарм шудани ҳарорати хона, кушода барои ҳаво додани он истифода бурда мешавад.
physical-object;['курта', 'пироҳан'];Курта - курта ин як намуди сару либос аст.
physical-object;['либоси зер'];Либоси зер — либосҳои зер ин шалвар, курта мебошад.
physical-object;['лампи риштаӣ', 'фурузонак'];Лампи риштаӣ ё фурузонак.
physical-object;['қадаҳ'];Қадаҳ зарф барои нӯшидан, соғар, ҷом, пиёла, коса. қадаҳи гул киноя аз косаи сари гули лола ва ғ.
physical-object;['киштии ҳарбӣ', 'киштии харбй'];Киштии ҳарбӣ ё нови ҷангӣ киштиест, ки ба ҳайати Флоти Харбии Бахрӣ дохил мешавад ва ба иҷрои вазифаҳои муаяйни ҷангӣ ё махсус қодир аст.
physical-object;['сӯхторхомӯшкунак'];Ин вожа якчанд мазмунҳо дорад. Сӯхторхомӯшкунак Оташхомӯшкунак Оташкушак-вожаҳои тоҷикӣ мебошанд.
