abstract-region;['operando', 'operand'];Un operando es omne argumento que es le objecto de un operation mathematic.
political-geographic-object;['kazakhstan', 'kazakstan'];Le Republica de Kazakhstan, Kazakistan, o Casachia, es un pais situate in le nord de Asia Central.
political-geographic-object;['mongolia'];Mongolia es un extense pais, sin accesso al mar, que se ubica inter le regiones de Asia Oriental e Asia Central.
political-geographic-object;['liverpool'];Liverpool es un citate e un metropole de Merseyside, Anglaterra, alonge le parte de est del estuario del Fluvio Mersey.
political-geographic-object;['leicestershire'];Leicestershire es un contato de Anglaterra.
political-geographic-object;['tianjin'];Tianjin es administrativemente un del quatro municipalitates sub le administration directe del governamento central del Republica Popular de China.
political-geographic-object;['stato veracruz', 'veracruz'];Stato Veracruz esse un stato de Mexico.
political-geographic-object;['new jersey'];New Jersey es un stato in le nord-est del Statos Unite de America, al sud del Nove York, al est de Pennsylvania e al west del Oceano Atlantic.
political-geographic-object;['illinois'];Illinois es un stato del Statos Unite de America.
political-geographic-object;['minnesota'];Minnesota,, es un stato in le west medie del Statos Unite.
political-geographic-object;['missouri'];Missouri es un stato del Statos Unite de America.
political-geographic-object;['michigan'];Michigan es un stato del Statos Unite de America.
political-geographic-object;['nebraska'];Nebraska es un stato del Statos Unite de America.
political-geographic-object;['belgica', 'belgio'];Le Regno de Belgica es un parve pais situate inter Francia, Luxemburg, Germania e Nederland.
political-geographic-object;['swazilandia'];Swazilandia esse un pais in Africa.
political-geographic-object;['tonga'];Tonga es un regno independente in le Oceano Pacific del sud, comprenente 170 insulas in tres archipelagos.
political-geographic-object;['pakistan'];Pakistan es un republica in Asia.
political-geographic-object;['bangladesh'];Bangladesh es un pais de Asia del Sud, situate al nord del golfo de Bengala.
political-geographic-object;['afghanistan'];Afghanistan es un pais in Asia que borda a Iran, Turkmenistan, Uzbekistan, Tadzhikistan, China e Pakistan.
political-geographic-object;['umbria'];Umbria es un region de Italia.
political-geographic-object;['abruzzo'];Le Abruzzo es un region de Italia del sud, con 1.312.727 habitantes, cuje capital es L'Aquila.
political-geographic-object;['austria'];Austria, pais localisate in Europa Central.
political-geographic-object;['laos'];Laos, laotiano: ລາວ, officialmente Republica Democratic Popular de Laos, usualmente appellate con le nomine colloquial Muang Lao, es un stato socialista e le unic pais sin accesso al mar asiatic del sud-est.
political-geographic-object;['birmania', 'myanmar', 'birmania/myanmar', 'burma'];Birmania o Myanmar, officialmente cognite como le Republica del Union de Myanmar, es un pais in Asia del Sud-Est.
political-geographic-object;['cambodgia', 'cambodia'];Le Regno de Cambodgia, o Regno de Cambodia, es un pais de Asia, situate sur le peninsula de Indochina, circumferite per Thailandia, Laos e Vietnam.
political-geographic-object;['australia'];Australia es un grande pais in le sud-west del Oceano Pacific in Oceania.
political-geographic-object;['connecticut'];Connecticut es un stato del Statos Unite.
political-geographic-object;['cancún', 'cancun'];Cancún es un citate in Mexico con un population de 526 700 habitantes.
political-geographic-object;['sichuan'];Sichuan es un provincia de China.
political-geographic-object;['hobart'];Hobart es un citate Australian localisate al sud del insula Tasmania, del qual es capital.
political-geographic-object;['hannover', 'hanover'];Hannover es le citate capital de Basse Saxonia in le nord-west de Germania.
political-geographic-object;['antwerpen'];Antwerpen es un citate populose in le nord de Belgica, capital del provincia de Antwerpen, Flandra.
political-geographic-object;['bergen'];Bergen es le secunde citate le plus grande de Norvegia, con 200'000 habitantes.
political-geographic-object;['göteborg', 'gotemburgo', 'gothenburg', 'gothoburgum'];Göteborg es le urbe le secunde in grandor in Svedia, con 495 849 habitantes in 2000, situate al costa west de Svedia, al Mar del Nord.
political-geographic-object;['macao', 'macau'];Macao o Macau es un pauc territorio cerca le costa sur del China.
political-geographic-object;['bhutan'];Bhutan es un parve pais de Asia del Sud.
political-geographic-object;['gansu'];Gansu es un provincia de China.
political-geographic-object;['columbia britannic', 'british columbia'];Columbia Britannic es un provincia de Canada.
political-geographic-object;['yunnan'];Yunnan es un provincia de China.
political-geographic-object;['toscana'];Toscana es un region situate in le centro de Italia, de 3.638.211 habitantes. illo ha frontieras commun con le regiones de Latio al sud, Umbria al est, Emilia-Romagna e Liguria al nord, e le Mar Tyrrhen al west.
political-geographic-object;['friuli-venetia giulia', 'friuli-venezia giulia'];Le Friuli-Venetia Giulia es un region de Italia del nord, con 1.212.602 habitantes, cuje capital es Trieste.
political-geographic-object;['apulia'];Apulia es un region de Italia.
political-geographic-object;['castilia'];Castilia es un antique regno espaniol.
political-geographic-object;['region lombardia', 'lombardia'];Le Lombardia es un region de Italia del nord, con 9.604.434 habitantes, cuje capital es Milano.
political-geographic-object;['emilia-romania', 'emilia-romagna'];Emilia-Romania es un region de Italia del nord, con 4.242.517 habitantes, cuje capital es Bolonia.
political-geographic-object;['trentino-alto adige'];Trentino-Alto Adige es un region de Italia.
political-geographic-object;['veneto'];Veneto es un region de Italia.
political-geographic-object;['catalonia', 'communitate autonome catalonia'];Catalonia es un communitate autonome espaniol situate al nord-est del peninsula iberic.
political-geographic-object;['basilicata'];Le Basilicata es un region de Italia del sud, con 591.022 habitantes, cuje capital es Potenza.
political-geographic-object;['molise'];Molise es un region de Italia.
political-geographic-object;['turkmenistan'];Turkmenistan es un pais situate in Asia Central.
political-geographic-object;['georgia'];Georgia es un pais del Caucaso sud, al costa del Mar Nigre, al limite oriental del zona generalmente considerate como europee.
political-geographic-object;['ruanda', 'rwanda'];Le Republica de Ruanda, o simplemente Ruanda es un pais del Africa central, in le region del Grande Lacos.
political-geographic-object;['zambia'];Zambia, officialmente le Republica de Zambia, es un pais de Africa del sud.
political-geographic-object;['republica democratic del congo'];Le Republica Democratic del Congo es un pais situate in Africa central, con un curte costa super le Atlantico e frontieras con le Republica del Congo, Angola, Zambia, Tanzania, Ruanda, Burundi, Uganda, Sudan e le Republica Centroafrican.
political-geographic-object;['honduras'];Le Republica de Honduras es un pais de America Central, situate al est de Guatemala e El Salvador e al nord de Nicaragua.
political-geographic-object;['guatemala'];Guatemala, officialmente Republica de Guatemala, es un pais de America Central.
political-geographic-object;['costa rica', 'crc'];Le Republica de Costa Rica es un pais in America Central.
political-geographic-object;['hungaria'];Le Republica de Hungaria es un pais continental in Europa central.
political-geographic-object;['polonia'];Le Republica de Polonia (pol.
political-geographic-object;['burundi'];Le Republica de Burundi es un pais de Africa Oriental, in le region del Grande Lacos.
political-geographic-object;['tanzania'];Le Republica de Tanzania es un pais de Africa Oriental in le region del Grande Lacos.
political-geographic-object;['guinea'];Le Republica de Guinea, a vices nominate Guinea-Conakry pro distinguer lo de Guinea-Bissau, es un pais del nord-west de Africa.
political-geographic-object;['somalia'];Somalia es un pais del Africa Oriental, con costas sur le Oceano Indian e Golfo de Aden.
political-geographic-object;['vietnam', 'việt nam'];Vietnam, de nomine complete 'Republica Socialista de Vietnam', es un pais in Asia oriental, cuje capital es Hanoi.
political-geographic-object;['libya'];Libya es un pais de Africa del Nord con un longe costa mediterranee e un vaste interior dominate per le Sahara.
political-geographic-object;['republica democratic german'];Le Republica Democratic German esseva un stato in Europa central del 7 de octobre 1949 al 2 de octobre 1990.
political-geographic-object;['germania', 'deutschland', 'republica federal de germania'];Germania, pais localisate in Europa Central.
political-geographic-object;['sudan'];Sudan es un pais in Africa del nord-est.
political-geographic-object;['egypto'];Le Egypto, officialmente Republica Arabe de Egypto, es le pais le plus populose in Africa Septentrional.
political-geographic-object;['guyana'];Le Republica Cooperative de Guyana es un pais de America del Sud situate in le plateau del Guyanas.
political-geographic-object;['suriname'];Le Republic de Suriname es un pais de America del Sud situate in le plateau del Guyanas.
political-geographic-object;['venezuela'];Venezuela, officialmente le Republica Bolivarian de Venezuela, es un pais in le costa del nord de America del Sud.
political-geographic-object;['india'];Le Republica de India es un pais situate in le sud de Asia, e forma le major parte del subcontinente indian.
