abstract-quality;['personalidade', 'personalidades', 'pessoa', 'temperamento'];Sentir e agir
physical-object;['antena omnidirecional', 'antena não direcional'];Uma antena que emite igualmente em todas as direções
physical-object;['muro', 'parede', 'paredes', 'murada', 'baluarte', 'muralha', 'muralhas', 'valo'];Estrutura utilizada para definir ou proteger uma área
physical-object;['mercado', 'feira livre', 'marketplace', 'comerciante do mercado', 'mart', 'mercado público'];Local de venda de produtos ao público
physical-object;['museu do louvre', 'louvre', 'musée du louvre'];Um dos mais ricos e famosos museus do mundo, localizado em Paris.
physical-object;['cerâmica', 'cerâmico', 'ceramica', 'cerâmicas', 'engenharia cerâmica', 'loiça', 'louça', 'materiais cerâmicos', 'ceramista'];Atividade ou a arte de produção de artefatos cerâmicos
physical-object;['machado', 'machados'];Instrumento de corte
physical-object;['capacitor', 'condensador', 'capacitância', 'capacidade', 'capacitores', 'capacitancia', 'condensador eléctrico', 'condensadores', 'capacitivo', 'condensador elétrico'];Um componente eletrônico.
physical-object;['flip-flop', 'flipflop', 'flip-flop d', 'flip-flop jk', 'flip-flop tipo d', 'flipflop tipo t', 'flip-flop r-s', 'flip-flop s-r', 'flip-flop sr', 'flip-flop t', 'flipflop d', 'flipflop j-k', 'flipflop kj', 'flipflop r-s', 'flipflop rs', 'flipflop s-r', 'flip-flop j-k', 'flip-flop k-j', 'flip-flop kj', 'flip-flop tipo t', 'flip-flop rs', 'flipflop jk', 'flipflop k-j', 'flipflop sr', 'flipflop t', 'flipflop tipo d', 'multivibrador biestável', 'trinco'];Circuito digital pulsado capaz de servir como uma memória de um bit.
physical-object;['iate', 'barco de recreio', 'a náutica de recreio', 'iates', 'iatismo'];Um tipo de embarcação motor.
physical-object;['bomba', 'bombas', 'bombardeamento', 'bombardeio'];Dispositivo explosivo
physical-object;['remo', 'pá', 'remos'];Instrumento utilizado para movimentar uma embarcação
physical-object;['caravançarai', 'caravancerá', 'caravançará', 'caravansarai', 'caravanserai', 'bedesten', 'caravanserail', 'fondachi', 'fondaco', 'fondouk', 'fonduk', 'funduk', 'funduq', 'funduque', 'kaysaryia', 'wakala', 'caravansary', 'hospedaria', 'caravan inn', 'caravançarás', 'hospedaria para caravanas'];Também designado khan em persa
physical-object;['balança', 'balanca', 'báscula', 'gangorra', 'pesando máquina'];Instrumento de medida de massa
physical-object;['xale', 'xaile', 'chale', 'xales'];Peça de vestuário.
physical-object;['microscópio óptico', 'microscopia óptica', 'microscópio ótico', 'microscópio de luz'];Há uma peça chamada platina
physical-object;['celeiro', 'galpão', 'barracão', 'instalações agrícolas', 'galpao', 'galpão metálico', 'barn', 'guarita', 'estábulo'];Um armazém aberto sob a mesma cobertura, utilizado para finalidades diversas.
physical-object;['metropolitano', 'metropolitanos', 'u-bahn', 'metro', 'rede de metropolitano', 'sistema de metro', 'sistema de metropolitano', 'linhas de metropolitano', 'metrô', 'metrô sobre rodas', 'sistema de metrô', 'trem metropolitano', 'trânsito rápido', 'de trânsito rápido', 'mass rapid transit', 'sistema de trânsito rápido'];Sistema de transporte ferroviário rápido chamado
physical-object;['luz', 'fonte de luz', 'energia luminosa', 'fontes de luz', 'luzes', 'luz visível', 'a reflexão da luz', 'onda de luz', 'ondas de luz', 'radiação visível'];O fenómeno físico
physical-object;['sensor', 'sensores', 'detector', 'detectores', 'detector electrónico', 'elemento sensor', 'sensor óptico', 'sensores químicos'];Chamadas variáveis de instrumentação, e transformá-las em variáveis elétricas.
physical-object;['escudo', 'broquel', 'escudos', 'pelte'];Arma de defesa
physical-object;['fedora', 'stetson', 'chapéu', 'chapéu de feltro', 'chapéu fedora', 'chapéu stetson', 'homburg'];Um tipo de chapéu.
physical-object;['calota', 'tampão de roda', 'calotas'];Equipamento para pneus de automóveis
physical-object;['micrómetro', 'micrômetro', 'origem do micrômetro', 'micrometro', 'medidor de micrômetro', 'micrômetro paquímetro'];Um instrumento metrológico.
physical-object;['igreja', 'templo', 'igrejas', 'templo católico', 'tempo católico', 'prédio da igreja'];Dedicando-se geralmente aos do culto cristão | Cristianismo | cristão.
physical-object;['comutador', 'interruptor'];Por exemplo, em fontes de alimentação.
physical-object;['luva', 'luvas', 'luva de couro', 'luvas de couro'];Vestimenta utilizada para cobrir mãos.
physical-object;['telescópio newtoniano', 'newtoniano refletor', 'newtoniano telescópio', 'refletor newtoniano'];Telescópio que utiliza um espelho esférico para captar a luz
physical-object;['acordeão', 'gaita', 'sanfona', 'acordeões', 'acordeom', 'acordeon', 'acordeona', 'acordeonista', 'acordeonistas', 'acordionista', 'acordeons', 'sanfonas', 'sanfoneiro', 'harmônica', 'espremer caixa'];Instrumento de fole, conhecido em algumas regiões do Brasil como sanfona
physical-object;['detector a cintilação', 'cintilador', 'contador de cintilação', 'contadores de cintilação'];Um equipamento utilizado para detectar radiação ionizante.
physical-object;['lanterna', 'lampião', 'virgulino ferreira', 'fifó', 'lampiao', 'virgulino ferreira da silva', 'lanternas'];Com uma chama no interior e um anteparo transparente
physical-object;['lanterna', 'lampião', 'virgulino ferreira', 'fifó', 'lampiao', 'virgulino ferreira da silva', 'lanternas'];O cangaceiro.
physical-object;['béquer', 'bequer'];Um tipo de recipiente
physical-object;['realejo', 'sanfona', 'viela de roda', 'hurdy gurdy', 'órgão mecânico', 'moer órgão', 'rua órgão', 'sanfona gaita', 'tocador de realejo', 'órgão mão'];Instrumento de cordas
physical-object;['lã de aço', 'palha de aço', 'esponja de aço', 'bombril'];Utensílio para limpeza doméstica
physical-object;['película cinematográfica', 'filme cinematográfico', 'película de cinema', 'filme de cinema', 'película', 'película de filme'];Utilizada no cinema.
physical-object;['harém', 'serralho', 'hareem', 'serail'];Parte feminina da casa (cultura muçulmana) ou conjunto de esposas (matromónio poligâmico)
physical-object;['concertina', 'concertina hexagonal'];Instrumento de fole, variação do acordeão
physical-object;['âncora', 'âncoras', 'escora', 'bloqueio no chão'];Sem no entanto ficar à deriva.
physical-object;['estrutura em consola', 'cantilever', 'armação cantilever', 'armação cantilver', 'ponte em cantiléver', 'viga em consola', 'asa cantilever', 'balanço', 'cantilevers'];Uma estrutura apoiada apenas num dos seus lados.
physical-object;['caixa de correio', 'marco de correio', 'caixa postal'];Repositório usado para depositar objetos postais
physical-object;['radar meteorológico', 'radares meteorológicos', 'meteorologia radar', 'radar meteorológico doppler'];Dispositivo utilizado em estudos meteorológicos
physical-object;['caixa-preta', 'caixa negra', 'gravador digital de dados de voo', 'caixa-negra', 'caixa preta', 'digital flight data recorder', 'flight recorder', 'gravador de voz da cabine'];Sistema de registro de voz e dados.
physical-object;['caldeira', 'caldeiras', 'geradores de vapor', 'gerador de vapor', 'caldeira de vapor', 'alimentação superior', 'caldeira a vapor', 'de ar forçado'];Um equipamento térmico destinado a produzir vapor.
physical-object;['antena', 'antenas', 'transmissão aérea'];TV, VHS, etc..
physical-object;['torpedeiro', 'barco torpedeiro', 'torpedeira', 'barco torpedo', 'torpedear barco', 'torpedeiros', 'torpedo-boat', 'torpedoboat', 'torpedoboat submarino'];Um navio desenhado para lançar torpedos.
physical-object;['gabinete', 'chassis', 'caixa', 'carcaça', 'case', 'torre', 'torre de computador', 'caso torre', 'chassi do computador', 'unidade do sistema'];Caixa de computador
physical-object;['aquário', 'aquários', 'aquarista', 'tanque de peixes', 'marinho museu'];Recipiente onde se coloca peixes ou instituição de estudos e exposição de espécies aquáticas.
physical-object;['encanamento', 'canalização', 'tubulação', 'canalizador', 'encanador', 'sistema de encanamento'];Técnica utilizada pela engenharia civil
physical-object;['sino da liberdade', 'liberty bell'];Na Filadélfia
physical-object;['torre', '♖'];Peça no jogo de xadrez
physical-object;['radar', 'radares', 'radar indetectável', 'sistemas de radar', 'radar de microondas', 'radiolocalização', 'detecção de rádio e variando', 'estação radar', 'sistema de radar'];Dispositivo de localização por ondas de rádio
physical-object;['caixa de velocidades', 'caixa de câmbio', 'transmissão', 'caixa de marchas', 'caixa de mudanças', 'caixa de redução', 'marcha a ré', 'marcha à ré', 'ponto morto', 'ponto morto inferior', 'ponto morto superior', 'ponto neutro', 'redução de engrenagem', 'sistema de transmissão'];Componente de um automóvel.
physical-object;['excalibur', 'espada da pedra', 'espada na pedra'];A lendária espada do Rei Artur
physical-object;['objetiva', 'objetivo', 'lente objetiva', 'lente de objeto', 'objectiva de microscópio', 'vidro objeto'];Componente de um sistema óptico
physical-object;['canopy', 'canopi', 'canopo'];Uma banda musical.
physical-object;['pinhão', 'roda dentada'];Uma peça componente de engrenagem.
physical-object;['prisma', 'prismas', 'prisma óptico'];Elemento para refractar a luz
physical-object;['trave olímpica', 'trave de equilíbrio', 'trave', 'balancim'];Um dos aparelhos usados na ginástica
physical-object;['aríete', 'aríetes'];Antiga máquina de guerra terrestre
physical-object;['tutu', 'saia de ballet'];Uma saia de tule gaze com várias camadas e comprimento variado, utilizada pelas dançarinas de balé clássico.
physical-object;['rei'];Uma peça do jogo de xadrez
physical-object;['jardim botânico', 'arboreto', 'jardins botânicos', 'arboretum', 'fruticeto', 'fruticetum', 'pinetum', 'jardim botanico'];Sinónimo de jardim botânico ou uma área destinada para o cultivo de uma coleção de plantas
physical-object;['jardim botânico', 'arboreto', 'jardins botânicos', 'arboretum', 'fruticeto', 'fruticetum', 'pinetum', 'jardim botanico'];Manutenção, conservação e divulgação de vegetação
physical-object;['caneca', 'xícara', 'caneco', 'canecas'];Um recipiente
physical-object;['ralador'];Instrumento doméstico utilizado na cozinha
physical-object;['castiçal', 'candelabro', 'castiçais', 'suporte de vela'];Castiçal de três braços que se costuma acender no Sábado de Aleluia.
physical-region;['maxwell', 'mx'];A unidade CGS de fluxo magnético
plan;['balanço orçamentário', 'orçamento equilibrado', 'a disciplina fiscal', 'orçamentos equilibrados', 'responsabilidade fiscal'];Demonstração contábil pública que discrimina o saldo de contas de receitas e despesas orçamentárias.
plan;['estratégia', 'esquema', 'plano', 'regime', 'tática', 'planejamento', 'estudos estratégicos', 'estratégia empresarial', 'estratégia macro', 'estratégias', 'estrategia', 'estrategista', 'estratégica', 'planos', 'táctica', 'estratégico'];Modo como os recursos serão usados para se atingir um objetivo.
political-geographic-object;['camelot', 'camalote'];Sede da corte do Rei Artur
political-geographic-object;['romênia', 'roménia', 'românia', '🇷🇴', 'demografia da romênia', 'cultura da roménia', 'cultura da romênia', 'geografia da romênia', 'lista de romenos', 'ruménia'];Partido Democrático
political-geographic-object;['quioto', 'kyoto', 'heian-kyo', 'kioto', 'kyōto', 'meaco', 'heian-kyō', 'heiankyo', 'kyoto, japão'];Cidade no Japão
political-geographic-object;['kaunas', 'caunas', 'kovno', 'kowno', 'kovna'];A segunda maior cidade da Lituânia
political-geographic-object;['mandalay', 'mandalai'];Cidade da Birmânia
political-geographic-object;['lyon', 'lião'];Cidade francesa também chamada Lião em português
political-geographic-object;['alepo', 'aleppo', 'halab', 'beroea', 'cidade antiga de alepo', 'beroia', 'emirado de alepo', 'halba', 'alep'];Identificada por alguns autores, principalmente no passado, como Antioquia no Tauro
political-geographic-object;['punta arenas'];Comuna chilena de Magalhães
political-geographic-object;['los angeles', 'l.a', 'l.a.', 'los angeles, california', 'los angeles, califórnia', 'cidade dos anjos'];Metrópole nos Estados Unidos
political-geographic-object;['fukuoka'];Capital da província japonesa com o mesmo nome.
political-geographic-object;['genebra', 'cidade de calvino', 'cidade de genebra', 'genebrina', 'genebrino', 'genève', 'ville de genève', 'geneve', 'genf'];Cidade da Suíça.
political-geographic-object;['brighton'];Cidade da Inglaterra
political-geographic-object;['omsk'];Cidade russa
political-geographic-object;['utrecht', 'utreque', 'traiecto'];Capital da província homônima
political-geographic-object;['perm'];Cidade russa
political-geographic-object;['são petersburgo', 'petrogrado', 'leningrado', 'leninegrado', 'санкт-петербург', 's. petersburgo', 'sampetersburgo', 'san petersburgo', 'st petersburg', 'são petesburgo', 'petersburgo', 'piter', 'peterburg'];Antiga capital da Rússia.
political-geographic-object;['leida', 'leiden', 'leyden', 'matilo'];Uma cidade e comuna neerlandesa na província Holanda do Sul.
political-geographic-object;['pisa', 'marina di pisa', 'pisae', 'pisanos'];Comuna italiana.
political-geographic-object;['pádua', 'padova', 'padua', 'patavium'];Cidade italiana
political-geographic-object;['verona', 'cidade de verona', 'veroneses'];Comuna da região do Vêneto
political-geographic-object;['essen'];Cidade alemã da Renânia do Norte-Vestfália
political-geographic-object;['meca', 'makkah', 'makka', 'mecca'];Na Arábia Saudita
political-geographic-object;['abu dhabi', 'abu dabi', 'abu dábi', 'de capital do emirados árabes unidos'];Capital dos Emirados Árabes Unidos
political-geographic-object;['recife', 'a cidade do brega', 'recife - pe', 'recifense', 'santo antônio das cacimbas do recife do porto', 'largo do carmo', 'recife, pe', 'recife, pernambuco', 'rosa selvagem', 'rpar 1', 'rpar 1.1', 'rpar 1.2', 'rpar 1.3', 'rpar 2', 'rpar 2.1', 'rpar 2.2', 'rpar 2.3', 'rpar 3', 'rpar 3.1', 'rpar 3.2', 'rpar 3.3', 'rpar 4', 'rpar 4.1', 'rpar 4.2', 'rpar 4.3', 'rpar 5', 'rpar 5.1', 'rpar 5.2', 'rpar 5.3', 'rpar 6', 'vila dos milagres', 'zona sul de recife', 'pernambuco'];Em Pernambuco, para se referir aos micro-ônibus.
